County_Name,State,State_Index,NUM_POP_2014,PER_POP_Change,PER_Female,PER_White_Only,PER_Black,PER_Native_American,PER_Asian,PER_Pacific_Islander,Per_Multiracial,PER_Hispanic,PER_Color,PER_Same_Residence,PER_Foreign_Born,PER_DIFF_Age_Groups,PER_Veterans,PER_EDU_High_School,PER_EDU_College,NUM_Mean_Work_Travel_Time,PER_Homeownership,PER_Apartments,NUM_House_Value,NUM_Person_In_Households,NUM_INC_Per_Capita,NUM_INC_Median_Household,PER_Below_Poverty,PER_Not_Farm_Employment_Change,NUM_Firms_Per_Capita,PER_Firms_Color,PER_Firms_Women,PER_Merchant_Sales_Per_Capita,PER_Retail_Sales_Per_Capita,PER_Food_Sales_Per_Capita,NUM_Sales_Per_Capita,NUM_Building_Permits,NUM_Land_Area,NUM_Pop_Per_Area,PER_Voters,PER_Vote_Diff,Win_Strength,Party_Winner
Hyde County,NC,23,5676,-2.3,44.5,60.9,29.6,0.7,0.5,0.0,1.2,8.0,40.0,83.8,5.3,0.3000000000000007,4.774489076814659,78.8,10.7,19.9,77.6,7.1,76400,2.34,18408,42279,25.6,9.1,0.1737138830162086,0.0,0.0,4.132311486962649,4.70137420718816,2.9716349541930938,11.805320648343905,8,612.7,9.5,40.04580690627203,-14.034315882100001,0,-1
Iredell County,NC,23,166675,4.5,50.8,76.8,12.2,0.5,2.4,0.1,1.8,7.3,24.3,87.7,8.6,9.299999999999999,6.707064646767662,85.9,23.9,24.4,74.1,11.0,166700,2.69,26467,50329,13.8,3.2,0.09532323383830808,5.9,23.8,7.654999250037498,13.732503374831259,1.479994000299985,22.86749662516874,798,573.83,277.8,48.433778311084446,-36.8191559206,-1,-1
Jackson County,NC,23,40981,1.8,50.9,81.4,2.3,9.6,1.0,0.1,1.9,5.1,20.0,83.1,8.4,-0.5999999999999979,7.654766843171226,85.0,27.9,19.7,67.8,11.1,172800,2.36,21014,36951,21.8,7.5,0.09433639979502696,0.0,21.0,1.29130572704424,10.583514311510212,1.8064224884702667,13.681242527024718,211,490.76,82.1,43.93255411044142,-11.897356143099996,0,-1
Johnston County,NC,23,181423,7.4,50.9,68.9,16.0,0.9,0.8,0.1,1.9,13.4,33.1,89.6,12.1,14.099999999999998,7.028877264734901,83.2,20.4,28.7,71.6,7.2,141200,2.81,22410,49711,17.2,6.1,0.07321563418089216,11.0,28.7,4.524586188079791,10.868054215838125,1.0869735369826317,16.47961394090055,1280,791.3,213.4,46.605446938921745,-30.665972821799997,-1,-1
Jones County,NC,23,10076,-0.8,51.3,62.1,31.1,0.7,0.5,0.0,1.8,4.4,38.49999999999999,87.2,5.1,-2.6999999999999993,10.589519650655022,83.8,11.1,26.8,69.5,3.7,97600,2.42,20105,36213,16.7,-9.2,0.08435887256847956,0.0,0.0,4.0916038110361255,3.1566097657800714,0.1183009130607384,7.366514489876935,10,470.71,21.6,50.009924573243346,-17.8606866442,0,-1
Lee County,NC,23,59662,3.1,50.8,58.3,20.1,1.4,1.1,0.2,2.0,19.5,44.3,85.5,18.3,10.3,7.924642150782743,80.2,20.2,23.4,69.1,13.5,131300,2.72,21449,44819,18.9,-1.8,0.06682645570044585,11.4,27.3,11.266786229090544,12.814521806174785,1.128172035801683,25.20948007106701,71,254.96,227.0,41.359659414702826,-13.150429567199994,0,-1
Lenoir County,NC,23,58485,-1.7,52.2,50.1,41.0,0.6,0.7,0.2,1.2,7.5,51.20000000000001,85.1,6.7,5.0,7.470291527742156,79.0,14.0,22.1,60.1,14.7,94200,2.46,19760,35770,23.7,1.7,0.06649568265367188,0.0,24.7,0.0,14.410977173634265,1.191211421732068,15.602188595366334,54,400.59,148.5,43.60092331367017,-6.282352941200004,0,-1
Lincoln County,NC,23,79829,2.0,50.2,85.2,5.8,0.4,0.6,0.0,1.3,7.2,15.3,89.6,7.6,5.999999999999998,7.49477007102682,83.6,19.4,29.4,77.1,7.7,154600,2.6,25550,48940,15.6,-0.5,0.09514086359593632,4.4,23.2,5.464117050194791,8.941600170364154,0.8173220258302121,15.223039246389156,374,297.94,262.7,49.41687857796039,-47.699561459099996,-1,-1
McDowell County,NC,23,44965,-0.1,49.8,88.4,4.1,0.7,0.9,0.1,1.4,5.5,12.7,89.8,6.2,2.1999999999999993,8.050706104748137,80.8,13.9,23.6,71.5,6.8,101200,2.54,18932,35297,21.9,2.8,0.07821639052596464,1.4,17.8,1.7380629378405426,10.728099633047925,0.9330145668853552,13.399177137773824,106,440.61,102.1,43.49382853330368,-50.47808968649999,-2,-1
Macon County,NC,23,33875,-0.1,51.4,89.7,1.8,0.7,0.8,0.0,1.1,6.6,11.0,89.0,7.0,-7.5,12.023616236162361,85.7,20.5,21.8,74.0,7.8,165400,2.18,23213,37892,21.3,1.6,0.13664944649446495,0.5,25.1,0.4365166051660517,14.059453874538745,2.013431734317343,16.509402214022142,107,515.56,65.8,51.17638376383764,-41.497461928999996,-1,-1
Madison County,NC,23,21157,1.8,50.3,93.6,1.8,0.5,0.5,0.0,1.3,2.7,6.8,88.8,3.1,-0.6999999999999993,7.099305194498275,80.8,18.6,28.5,74.8,5.2,161700,2.41,19902,38598,17.3,1.0,0.10464621638228483,0.0,0.0,1.2520206078366498,3.5943186652171857,0.5723873895164721,5.418726662570307,59,449.57,46.2,51.831545115091934,-25.861754513899992,-1,-1
Martin County,NC,23,23454,-4.3,53.0,52.2,42.9,0.4,0.5,0.2,1.0,3.6,48.6,91.9,3.7,0.09999999999999787,7.209857593587448,81.5,11.9,23.8,69.9,8.8,84600,2.54,18783,35111,23.2,-0.2,0.07883516670930332,22.9,31.0,4.763920866376737,9.711563059606037,1.1246695659588983,15.600153491941674,0,461.22,53.1,50.53295813080925,-0.5062436719000085,0,-1
Mecklenburg County,NC,23,1012539,10.1,51.9,48.8,32.2,0.8,5.5,0.1,2.2,12.7,53.5,80.4,18.2,14.600000000000001,5.185578036994131,88.8,40.7,24.7,59.5,31.2,181900,2.54,32482,55444,15.4,4.1,0.08806080555909451,25.700000000000003,30.8,16.892960172398297,13.939475911545136,2.518933097885612,33.35136918182904,9340,523.84,1755.5,45.611477681353506,29.8711225245,1,1
Mitchell County,NC,23,15311,-1.7,50.5,93.1,0.7,0.9,0.5,0.1,1.1,4.6,7.9,90.6,5.0,-4.799999999999997,6.498595780811182,81.3,16.9,23.0,76.5,6.4,117300,2.35,21404,37680,18.3,-1.5,0.12298347593233623,0.0,18.5,2.109267846646202,11.226177258180392,0.8246358826987134,14.160080987525308,32,221.43,70.4,51.91039122199725,-58.379466532500004,-2,-1
Montgomery County,NC,23,27395,-1.4,51.4,63.7,19.0,1.0,1.5,0.0,1.4,15.2,38.099999999999994,90.2,16.0,4.699999999999999,6.548640262821682,71.8,15.1,25.0,69.6,4.2,88900,2.51,18865,31830,25.6,-4.7,0.08092717649206059,0.0,23.2,4.256032122650119,7.67435663442234,0.48917685709070996,12.419565614163169,41,491.76,56.5,41.79229786457383,-25.871255131399995,-1,-1
Moore County,NC,23,93077,5.5,52.0,77.3,13.0,1.0,1.2,0.2,1.9,6.3,23.599999999999998,88.6,7.1,-2.6000000000000014,10.887759596892895,89.7,31.3,23.9,74.1,10.8,201600,2.38,28913,49544,15.6,0.2,0.08591811081147867,8.9,24.6,1.8521976428118654,10.75521342544345,2.4447178142827983,15.052128882538113,608,697.84,126.5,51.29731297742729,-29.5836300423,-1,-1
Nash County,NC,23,94357,-1.5,51.9,51.6,39.4,0.9,1.0,0.0,1.7,6.6,49.6,87.4,6.9,6.5,7.353985395890077,83.1,19.2,21.0,64.1,13.8,117300,2.47,22880,43084,17.0,-5.1,0.07294636327988384,20.799999999999997,26.9,0.0,13.472386786353953,1.7359920302680247,15.208378816621979,185,540.41,177.3,49.70802378201935,-0.2515830543999953,0,-1
New Hanover County,NC,23,216298,6.7,52.0,76.9,14.6,0.6,1.4,0.1,2.0,5.4,24.1,80.2,7.6,3.599999999999998,8.03844695743835,90.6,36.6,20.2,58.9,26.2,215200,2.33,29679,49835,16.9,1.2,0.10312624249877483,7.700000000000001,26.6,6.519431525025659,17.686132095534862,2.429740450674532,26.635304071235055,1749,191.53,1058.1,50.271847173806506,-4.088764633900005,0,-1
Northampton County,NC,23,20463,-7.4,51.8,38.3,58.4,0.6,0.3,0.0,1.1,2.0,62.4,87.2,2.5,-4.0,6.97356203880174,72.9,9.4,24.9,72.9,4.2,80000,2.43,17919,31433,26.3,6.0,0.0569808923422763,31.9,42.0,12.515075990812687,4.984117675805112,0.2538728436690612,17.75306651028686,17,536.59,41.2,47.70072814347847,26.196086466500006,1,1
Onslow County,NC,23,187589,5.5,45.4,66.9,15.8,0.9,2.2,0.3,4.2,12.1,35.5,73.5,8.8,17.0,11.929803986374468,90.2,18.0,24.3,54.8,13.9,151700,2.76,21084,45450,15.2,0.4,0.05328137577363278,12.8,29.0,0.5168000255878543,10.202527866772572,1.5349674021397843,12.25429529450021,1081,762.74,233.1,29.513457612120114,-34.654287985,-1,-1
Orange County,NC,23,140420,5.0,52.2,69.6,12.2,0.6,7.7,0.1,2.5,8.4,31.5,76.5,15.9,9.2,4.195983478137017,91.0,55.8,22.0,60.5,28.2,272600,2.45,34465,55569,17.8,1.6,0.09185301239139723,10.100000000000001,35.5,4.134033613445379,8.512213359920239,1.9627830793334282,14.609030052699046,304,397.96,336.2,56.85087594359778,51.0234247776,2,1
Pamlico County,NC,23,12948,-1.5,48.7,74.1,20.1,0.7,0.6,0.1,1.5,3.5,26.500000000000004,85.7,6.1,-9.5,11.26814952116157,85.7,18.7,24.5,81.6,2.5,157500,2.42,23724,43853,13.8,0.6,0.0,0.0,0.0,1.5981618782823601,5.322520852641334,1.83758109360519,8.758263824528886,0,336.54,39.1,52.30151374729688,-26.550502067300002,-1,-1
Pasquotank County,NC,23,39787,-2.1,50.8,54.9,37.3,0.5,1.5,0.1,2.1,4.7,46.2,82.9,5.3,6.100000000000001,9.905245431925001,83.7,20.1,24.1,63.7,16.3,171600,2.65,22745,46053,18.4,0.9,0.06833890466735366,19.6,27.0,3.7388342926081384,17.450624575866488,1.62832080830422,22.817779676778848,63,226.88,179.2,42.63704224998115,2.198773874100002,0,1
Pender County,NC,23,56250,7.8,50.0,74.4,16.8,0.9,0.7,0.1,1.9,6.4,26.799999999999997,87.0,5.7,5.399999999999999,8.632888888888889,86.7,21.7,29.2,77.3,6.8,155600,2.57,23526,44524,19.3,1.8,0.08696888888888889,10.4,32.3,10.380088888888888,5.898684444444444,0.6305244444444444,16.909297777777777,459,869.8,60.0,48.128,-30.404107565000004,-1,-1
Perquimans County,NC,23,13466,0.1,51.9,71.4,24.4,0.4,0.5,0.0,1.5,2.3,29.099999999999998,91.2,3.3,-4.0,11.844645774543293,83.7,18.4,29.5,77.2,4.6,170700,2.46,23809,43709,20.2,-3.0,0.06950839150452992,0.0,22.3,2.4029407396405764,5.125649784642804,0.4289321253527402,7.957522649636121,26,247.09,54.4,48.975196791920396,-28.0818802122,-1,-1
Person County,NC,23,39132,-0.8,51.4,66.4,27.3,0.9,0.5,0.0,1.5,4.2,34.4,89.6,4.4,4.300000000000001,7.216600224879894,83.0,14.7,30.1,71.9,6.9,118800,2.54,21292,42317,18.0,-2.4,0.06713175917407749,1.6,0.0,4.939129101502607,9.81902279464377,0.9552284575283655,15.713380353674742,105,392.32,100.6,49.327915772257995,-17.323732062400005,0,-1
Pitt County,NC,23,175354,4.3,52.8,56.2,34.8,0.5,1.9,0.1,1.9,5.9,45.099999999999994,78.0,7.2,10.599999999999998,5.509996920515072,85.8,28.1,19.5,54.4,33.5,134900,2.49,23029,40718,24.3,-0.1,0.06947089886743388,20.4,30.2,5.126116313286267,12.409263546882306,1.673979492911482,19.209359353080057,905,651.98,257.9,44.632001551147965,7.380149238500006,0,1
Polk County,NC,23,20357,-0.7,52.2,88.1,4.5,0.6,0.6,0.0,1.4,5.6,12.7,91.6,5.2,-10.2,9.854104239327995,87.0,26.9,24.9,74.2,9.3,170200,2.28,24611,44745,16.7,0.7,0.13287812546052954,0.0,32.3,3.1928083705850567,5.419266100112983,0.763324654909859,9.375399125607899,67,237.79,86.3,52.67475561232009,-28.191737386899995,-1,-1
Randolph County,NC,23,142778,0.7,50.6,80.1,6.3,1.0,1.2,0.1,1.5,11.1,21.2,89.8,10.6,7.5,7.217498494165768,78.0,13.8,23.2,73.8,9.7,121900,2.59,20523,41208,17.8,-0.2,0.08294695261174691,2.5999999999999996,27.3,5.227479023378952,8.101647312611187,0.9197145218451022,14.24884085783524,184,782.52,181.1,44.55518357169872,-56.7193272027,-2,-1
Richmond County,NC,23,45733,-1.9,51.1,57.6,31.4,3.1,1.0,0.1,2.0,6.4,44.0,86.7,6.8,7.5,8.805457765727155,80.1,12.4,19.8,64.4,9.2,77500,2.48,17236,32384,25.9,2.5,0.055408567117836136,0.0,26.1,0.0,9.273697330155468,0.8247873526774977,10.098484682832964,197,473.82,98.4,41.136597205518996,-10.147238611500004,0,-1
Robeson County,NC,23,134760,0.4,51.6,26.6,24.7,39.7,0.8,0.1,2.6,8.1,75.99999999999999,88.4,8.8,12.899999999999999,5.530572870287919,71.5,12.5,23.0,64.9,8.8,66800,2.9,15343,29806,31.7,-4.4,0.062481448501038886,42.9,31.7,4.65308696942713,9.92807212822796,0.956084891659246,15.537243989314337,140,949.22,141.3,29.277233600474915,-4.858822933099999,0,-1
Rockingham County,NC,23,91696,-2.1,51.7,72.9,19.0,0.5,0.6,0.1,1.7,5.9,27.800000000000004,87.9,5.7,2.6000000000000014,7.435438841388938,79.0,12.9,26.4,70.6,9.4,102900,2.43,21102,38567,17.9,0.8,0.06669865642994242,10.399999999999999,24.6,6.668753271680335,9.15585194555924,0.9225047984644914,16.747110015704067,109,565.55,165.6,45.12083406037341,-29.985014743500006,-1,-1
Rowan County,NC,23,138630,0.1,50.7,72.9,16.6,0.6,1.1,0.1,1.5,8.2,28.100000000000005,87.3,8.8,6.5,7.483228738368319,81.0,17.0,23.4,68.8,11.4,130200,2.55,20912,41495,18.8,5.0,0.07838851619418596,11.4,29.7,4.534487484671428,8.395203058501046,0.9532063766861429,13.882896919858617,288,511.37,270.7,45.500973815191514,-36.7481530803,-1,-1
Rutherford County,NC,23,66600,-1.8,51.6,83.8,9.9,0.4,0.6,0.1,1.8,4.1,16.9,88.9,4.1,1.8999999999999986,8.397897897897899,81.6,17.0,23.1,71.4,6.9,108600,2.43,19551,36334,21.5,-6.4,0.07903903903903904,4.4,21.2,0.0,9.611591591591592,0.9034534534534534,10.515045045045046,139,564.15,120.2,44.690690690690694,-47.85311114100001,-1,-1
Sampson County,NC,23,64050,1.0,50.8,52.2,27.0,3.1,0.6,0.3,1.8,18.4,51.2,87.2,15.7,8.7,6.805620608899297,75.0,12.6,25.1,69.2,5.1,89200,2.69,19479,36496,22.8,1.0,0.06796252927400469,17.1,28.5,5.963637782982046,8.990101483216238,0.602263856362217,15.556003122560499,65,944.74,67.1,40.02810304449649,-16.674467587200002,0,-1
Scotland County,NC,23,35576,-1.6,50.8,44.6,39.2,11.4,0.8,0.0,2.2,2.9,56.5,87.7,3.2,7.399999999999999,7.443220148414661,77.6,14.3,21.5,63.6,12.6,77100,2.63,15679,29592,32.3,-0.7,0.07052507308297729,10.6,24.5,0.0,10.165785923094221,0.9203676635934338,11.086153586687654,32,318.85,113.4,38.62997526422307,7.763952557699999,0,1
Stanly County,NC,23,60600,0.0,50.2,81.5,11.3,0.4,2.0,0.3,1.3,3.9,19.200000000000003,86.5,5.9,4.099999999999998,7.12046204620462,80.6,16.0,25.7,73.2,7.5,125100,2.52,20504,42518,16.1,3.0,0.0740924092409241,0.0,26.6,0.0,10.065445544554455,0.9198349834983498,10.985280528052805,92,395.09,153.3,48.5990099009901,-50.1850531392,-2,-1
Stokes County,NC,23,46419,-2.1,50.9,91.4,4.2,0.5,0.4,0.0,1.0,2.9,9.0,91.4,3.2,0.8999999999999986,6.839871604299963,81.1,13.4,28.0,80.4,4.6,118100,2.45,21311,42703,15.8,-2.9,0.07152243693315237,0.0,19.9,0.2528275059781555,4.879790602985846,0.6187337081798402,5.751351817143842,135,448.86,105.6,47.7864667485297,-55.5901181137,-2,-1
Surry County,NC,23,72968,-1.0,51.1,84.3,4.1,0.6,0.7,0.1,1.1,10.1,16.7,91.1,9.5,3.3000000000000007,6.523407521105142,75.3,15.0,25.3,72.8,6.9,109900,2.42,20219,35641,19.9,3.2,0.08768227168073676,3.0,24.3,0.0,14.445688520995505,1.1636744874465519,15.609363008442056,73,532.17,138.4,43.39299418923363,-50.712187727,-2,-1
Swain County,NC,23,14274,2.1,51.7,63.6,1.3,27.9,0.6,0.0,4.5,4.7,39.0,90.9,2.3,4.199999999999999,7.678296202886367,82.1,16.3,19.2,74.9,7.4,132500,2.56,19626,36094,27.2,-3.6,0.11545467283172202,17.9,34.0,0.161342300686563,7.868992573910607,39.34110970996217,47.37144458455934,50,528.0,26.5,41.90836485918453,-22.9187562688,0,-1
Transylvania County,NC,23,33045,-0.1,51.6,90.3,4.1,0.4,0.5,0.0,1.7,3.2,9.9,86.5,4.2,-12.100000000000001,11.227114540777727,88.4,27.6,23.7,76.3,6.8,171600,2.26,23757,41781,14.3,2.9,0.11139355424421243,0.0,17.3,0.0,8.055136934483281,1.8991375397185657,9.954274474201846,65,378.53,87.4,52.77651687093358,-22.48279816519999,0,-1
Tyrrell County,NC,23,4115,-6.6,46.3,53.3,36.3,0.8,2.4,0.0,1.7,6.7,47.9,81.7,12.0,-1.3999999999999986,8.18955042527339,71.5,8.4,25.6,75.4,4.3,107100,2.48,16658,34216,20.8,-5.3,0.0,0.0,0.0,0.0,7.471202916160389,0.0,7.471202916160389,1,389.04,11.3,41.31227217496962,-15.470588235299997,0,-1
Union County,NC,23,218568,8.6,50.6,73.5,12.1,0.6,2.2,0.1,1.8,11.0,27.799999999999997,88.1,13.0,17.3,5.550675304710662,87.8,31.8,29.2,82.1,5.3,194300,2.98,28894,65892,9.4,3.3,0.08321895245415614,9.8,24.4,5.640304161633908,7.777030489367154,0.0,13.417334651001061,1425,631.52,318.7,47.397606236960584,-31.0957952044,-1,-1
Vance County,NC,23,44614,-1.8,53.2,40.9,50.9,0.7,0.5,0.0,1.4,7.2,60.7,89.2,5.5,7.700000000000003,7.1771192899089975,75.6,11.4,23.0,62.5,10.5,99600,2.66,17905,34987,28.0,3.5,0.0692383556731071,25.9,28.5,0.0,13.047832518940243,1.208096113327655,14.255928632267898,26,253.52,179.2,44.295512619357154,24.612893431799996,0,1
Wake County,NC,23,998691,10.8,51.3,61.0,21.3,0.8,6.4,0.1,2.3,10.0,40.900000000000006,83.3,16.6,15.0,5.478471318956514,91.6,48.0,23.7,65.2,26.6,229000,2.6,33166,66006,11.0,3.7,0.08304070027666215,21.0,28.6,11.3491910911383,12.614653581538233,1.728896125027661,25.692740797704193,10125,835.22,1078.8,51.16096970934954,20.500645868400003,0,1
Warren County,NC,23,20231,-3.5,49.5,38.4,51.5,5.5,0.4,0.0,1.6,4.0,63.0,90.9,3.6,-2.6000000000000014,9.46567149424151,76.5,13.5,29.4,70.6,3.8,98300,2.59,19052,34285,26.2,12.7,0.06277494933517869,36.1,23.1,0.8755869704908309,3.107359992091345,0.27942266818249223,4.262369630764668,30,428.46,48.9,50.037071820473535,33.25101254570001,1,1
Washington County,NC,23,12570,-4.9,53.0,45.3,48.7,0.9,0.4,0.0,1.7,4.8,56.5,88.5,2.4,0.1999999999999993,7.939538583929992,79.0,11.7,25.3,72.3,8.0,89000,2.53,18779,34936,23.7,0.0,0.07326968973747017,22.6,31.5,6.61678599840891,8.57167859984089,1.0770087509944313,16.265473349244232,8,348.14,38.0,48.647573587907715,15.208503679399993,0,1
Watauga County,NC,23,52560,2.9,50.0,92.1,1.9,0.3,1.1,0.0,1.4,3.5,8.2,70.2,5.3,-1.0,6.050228310502283,89.0,37.9,18.5,54.9,25.2,228700,2.2,21854,34293,31.3,-0.3,0.11211948249619483,0.0,21.7,3.220376712328767,15.129680365296803,2.500361491628615,20.850418569254185,243,312.56,163.4,54.7355403348554,1.5016163230999913,0,1
Wayne County,NC,23,124456,1.5,50.8,54.4,31.9,0.8,1.4,0.1,2.2,11.1,47.5,82.7,10.9,9.600000000000001,9.62348139101369,81.7,16.4,21.9,60.7,13.7,108600,2.54,21557,41731,22.1,-1.8,0.06324323455679115,20.0,28.0,8.79443337404384,11.152776885003535,1.0614192967795848,21.00862955582696,257,553.09,221.7,40.03342546763515,-11.721258831100007,0,-1
Wilkes County,NC,23,68838,-0.7,50.7,88.2,4.5,0.4,0.5,0.1,1.3,5.8,12.6,94.3,5.0,1.3000000000000007,6.914785438275371,74.2,12.5,24.3,73.9,7.3,111700,2.48,19029,33159,22.7,-1.7,0.08432842325459775,0.0,22.0,3.7852494261890235,11.029591214154973,0.9025683488770737,15.71740898922107,92,754.28,91.9,44.80664749121125,-55.1711840228,-2,-1
Wilson County,NC,23,81401,0.2,52.6,48.4,39.8,0.6,1.1,0.1,1.5,10.1,53.2,85.3,10.7,7.399999999999999,7.498679377403226,78.5,17.9,19.7,60.9,20.0,111500,2.51,20972,39204,23.2,0.3,0.07522020613997371,16.6,27.7,8.953538654316286,13.004815665655213,1.38592891979214,23.34428323976364,182,368.17,220.6,46.18247933072075,5.631367541800003,0,1
Yadkin County,NC,23,37792,-1.6,50.4,84.7,3.5,0.6,0.3,0.2,1.1,10.7,16.4,93.4,9.2,3.599999999999998,6.652201524132091,78.8,13.1,28.0,77.6,4.1,121100,2.53,22726,40371,18.5,1.1,0.07120554614733277,0.0,0.0,2.677127434377646,6.314696232006774,0.8889976714648603,9.88082133784928,36,334.83,114.7,45.90918712955123,-61.5273775216,-2,-1
Yancey County,NC,23,17614,-1.1,50.8,92.8,1.2,0.7,0.2,0.3,1.0,4.9,8.3,88.3,4.6,-4.199999999999999,7.363460883388214,83.2,17.9,27.1,76.9,7.5,135100,2.41,20257,38579,20.1,-8.4,0.09571931418190076,0.0,26.2,0.4020665379811514,8.46360849324401,0.5971386397184059,9.462813670943568,51,312.6,57.0,55.682979448166236,-32.4836867863,-1,-1
Adams County,ND,11,2384,1.7,51.3,94.9,0.8,0.7,0.8,0.0,1.6,1.2,5.1,86.6,4.5,-5.899999999999999,9.437919463087248,93.0,23.2,18.5,73.5,18.3,106300,2.05,31502,47798,9.9,-5.4,0.0,0.0,0.0,13.009647651006711,12.893875838926174,0.0,25.903523489932887,33,987.62,2.4,50.58724832214765,-57.048092869,-2,-1
Barnes County,ND,11,11144,0.7,50.0,93.4,1.5,1.0,1.2,0.1,1.6,1.6,7.0,86.9,2.8,0.1999999999999993,8.677315147164393,89.9,26.2,17.2,70.1,22.4,87900,2.15,31721,50274,9.3,-0.5,0.11593682699210338,0.0,9.1,12.792264895908112,13.266870064608758,1.0856066044508255,27.144741564967696,76,1491.55,7.4,47.137473079684135,-29.6782790786,-1,-1
Benson County,ND,11,6833,2.6,48.5,42.1,0.1,54.4,0.4,0.0,2.1,2.2,59.2,92.0,2.1,22.000000000000004,6.263720181472267,83.0,11.6,17.4,64.5,12.2,52800,2.92,18162,36491,35.8,0.5,0.05707595492463047,19.2,28.2,18.30440509293136,2.9468754573393823,0.30484413873847505,21.55612468900922,1,1388.71,4.8,28.39162885994439,-4.381443298900001,0,-1
Billings County,ND,11,901,15.1,44.6,93.7,0.6,0.4,3.7,0.0,0.3,1.8,6.8,84.3,8.9,1.1999999999999993,7.991120976692564,88.9,21.6,27.2,78.0,11.0,108900,2.38,37972,57083,8.4,0.0,0.26970033296337403,0.0,12.8,0.0,1.3152053274139845,14.97669256381798,16.291897891231965,12,1148.85,0.7,65.70477247502775,-73.31081081079999,-2,-1
Bottineau County,ND,11,6650,3.4,47.8,92.7,0.7,2.5,0.5,0.0,2.0,2.0,7.7,89.1,3.0,-0.3000000000000007,11.473684210526315,88.1,20.9,22.8,76.9,6.3,84200,2.06,31969,51667,11.0,-2.4,0.1193984962406015,0.0,27.2,20.30330827067669,8.568721804511279,1.0395488721804511,29.911578947368422,3,1668.42,3.9,51.68421052631579,-50.858306662800004,-2,-1
Bowman County,ND,11,3247,3.0,48.3,92.7,0.3,2.5,0.2,0.0,1.1,4.7,8.8,90.1,3.2,4.699999999999999,7.48383122882661,89.1,20.7,14.2,77.2,7.3,115100,2.28,32045,56964,8.2,-7.7,0.14906067138897444,0.0,16.9,24.865722205112412,19.5525100092393,1.1977209732060363,45.61595318755774,7,1161.81,2.7,54.48105943948261,-68.8524590164,-2,-1
Burke County,ND,11,2245,14.1,46.7,94.5,0.6,1.0,0.6,0.0,1.3,2.1,5.6,84.2,4.9,5.399999999999999,7.171492204899777,87.4,17.4,22.7,67.6,5.3,77900,2.07,32908,53693,12.4,12.4,0.08507795100222718,0.0,24.1,58.33630289532294,7.960356347438752,1.49086859688196,67.78752783964366,5,1103.57,1.8,45.924276169265035,-73.81183317169999,-2,-1
Burleigh County,ND,11,90503,11.3,50.2,90.8,1.2,4.1,0.7,0.1,1.7,1.9,9.7,84.2,4.8,8.2,7.104736859551617,93.4,33.2,18.8,71.2,28.5,172800,2.34,32876,61811,8.2,4.1,0.08680375236180016,0.6,23.9,9.823674353336353,15.480227174789785,1.879573052826978,27.183474580953117,1254,1632.65,49.8,51.7927582511077,-46.15351794180002,-1,-1
Cass County,ND,11,167005,11.5,49.3,88.5,3.7,1.3,2.6,0.1,1.9,2.4,12.0,77.3,6.9,11.3,6.009999700607766,94.6,37.2,16.4,53.4,43.4,158900,2.27,30529,52590,13.0,1.9,0.08345259123978324,2.1,26.6,0.0,17.278279093440315,2.0430106883027452,19.32128978174306,3207,1764.94,84.9,47.1884075327086,-10.718590988100003,0,-1
Cavalier County,ND,11,3855,-3.5,49.3,96.2,0.3,1.4,0.3,0.0,0.9,1.1,4.0,89.3,2.5,-6.900000000000002,10.298313878080416,87.8,16.4,12.8,84.7,9.4,68700,2.19,32028,55904,4.9,-1.1,0.10376134889753567,0.0,0.0,67.83035019455252,21.584176394293127,0.8005188067444877,90.21504539559014,11,1488.75,2.7,51.07652399481193,-44.6927374302,-1,-1
Dickey County,ND,11,5150,-2.6,50.3,93.4,1.0,0.7,0.5,0.0,1.6,3.4,7.2,87.8,5.1,0.7000000000000028,7.689320388349515,86.8,23.6,12.9,72.5,18.1,76700,2.27,24644,47359,9.7,-1.5,0.10058252427184466,0.0,7.9,29.456699029126213,15.162330097087379,0.9405825242718446,45.55961165048544,3,1131.47,4.7,46.05825242718446,-46.58516020229999,-1,-1
Divide County,ND,11,2432,17.4,48.3,93.0,0.7,0.7,0.7,0.0,1.2,3.9,7.199999999999999,92.0,2.6,-2.200000000000003,7.771381578947368,90.6,21.8,14.8,85.2,8.1,72200,2.02,36303,55057,8.4,1.3,0.10649671052631579,0.0,12.0,8.763569078947368,4.845394736842105,0.0,13.608963815789474,24,1260.79,1.6,48.807565789473685,-51.97978096039999,-2,-1
Dunn County,ND,11,4399,24.4,46.5,83.0,0.6,9.7,1.5,0.0,2.3,3.8,17.9,90.3,6.3,8.399999999999999,6.592407365310298,90.1,17.9,22.9,82.3,4.0,104800,2.55,33788,60500,10.1,15.7,0.05182996135485338,16.2,0.0,1.4739713571266198,8.927710843373495,0.0,10.401682200500113,113,2008.46,1.8,49.98863378040464,-63.52887676219999,-2,-1
Eddy County,ND,11,2377,-0.3,49.6,90.5,0.3,4.5,0.4,0.1,1.9,3.1,10.299999999999999,87.3,2.6,-1.6000000000000014,8.792595708876735,88.1,20.1,18.9,74.4,13.8,58800,2.07,27323,44250,13.8,-1.0,0.15481699621371478,0.0,0.0,8.851914177534708,13.66007572570467,0.0,22.511989903239378,9,630.17,3.8,51.28312999579302,-35.7670221493,-1,-1
